book,day,ml_winnings,spread_winnings,total_winnings,agg_winnings,season
worst,2018-11-14,-148.16,-85.48,54.60,-179.04,18-19
worst,2018-11-15,-13.96,-75.00,-27.27,-116.23,18-19
worst,2018-11-16,-105.09,-57.80,-10.08,-172.98,18-19
worst,2018-11-17,4.30,82.50,-154.55,-67.75,18-19
worst,2018-11-18,-35.77,-31.52,-77.27,-144.56,18-19
worst,2018-11-19,-15.00,108.37,-34.30,59.07,18-19
worst,2018-11-20,21.26,-4.55,-52.27,-35.56,18-19
worst,2018-11-21,237.65,148.48,-39.64,346.49,18-19
worst,2018-11-23,-134.55,29.85,125.30,20.59,18-19
worst,2018-11-24,-33.44,61.46,63.03,91.05,18-19
worst,2018-11-25,53.78,37.05,-104.55,-13.72,18-19
worst,2018-11-26,-31.80,-79.55,15.70,-95.64,18-19
worst,2018-11-27,-14.77,13.59,-32.88,-34.05,18-19
worst,2018-11-28,-15.14,-107.81,36.36,-86.58,18-19
worst,2018-11-29,33.22,66.29,-27.27,72.23,18-19
worst,2018-11-30,4.24,-132.42,199.47,71.29,18-19
worst,2018-12-01,-40.98,-30.94,-31.82,-103.74,18-19
worst,2018-12-02,25.96,-8.41,-6.82,10.74,18-19
worst,2018-12-03,-60.80,108.96,-127.27,-79.11,18-19
worst,2018-12-04,-57.95,17.20,-30.94,-71.70,18-19
worst,2018-12-05,16.55,-12.39,-59.09,-54.93,18-19
worst,2018-12-06,-48.22,-75.00,-75.00,-198.22,18-19
worst,2018-12-07,-37.10,79.38,-59.90,-17.62,18-19
worst,2018-12-08,-56.72,12.05,113.64,68.97,18-19
worst,2018-12-09,101.74,42.78,-4.95,139.57,18-19
worst,2018-12-10,28.21,-87.04,-84.50,-143.33,18-19
worst,2018-12-11,-7.81,-75.00,68.18,-14.63,18-19
worst,2018-12-12,-109.58,9.57,-84.49,-184.51,18-19
worst,2018-12-13,-64.80,-6.13,-4.55,-75.47,18-19
worst,2018-12-14,-72.08,-36.47,-130.53,-239.08,18-19
worst,2018-12-15,-92.26,106.47,63.03,77.24,18-19
worst,2018-12-16,-48.00,-33.01,-79.55,-160.56,18-19
worst,2018-12-17,-71.67,-100.00,-10.08,-181.75,18-19
worst,2018-12-18,-63.89,-52.27,42.58,-73.58,18-19
worst,2018-12-19,-97.05,30.82,-61.36,-127.60,18-19
worst,2018-12-20,-9.38,-2.27,-2.27,-13.92,18-19
worst,2018-12-21,-42.67,-13.16,-11.77,-67.60,18-19
worst,2018-12-22,15.40,18.18,-79.55,-45.96,18-19
worst,2018-12-23,-162.75,8.59,58.10,-96.05,18-19
worst,2018-12-25,-95.65,16.59,64.90,-14.16,18-19
worst,2018-12-26,-75.64,-6.82,-11.06,-93.52,18-19
worst,2018-12-27,13.02,63.33,18.18,94.54,18-19
worst,2018-12-28,-43.43,-109.70,-9.50,-162.62,18-19
worst,2018-12-29,-15.65,-83.71,61.36,-38.00,18-19
worst,2018-12-30,-21.56,-55.53,43.18,-33.91,18-19
worst,2018-12-31,-10.21,62.65,15.91,68.35,18-19
worst,2019-01-01,-27.62,18.18,17.98,8.54,18-19
worst,2019-01-02,-9.73,-83.60,-35.28,-128.61,18-19
worst,2019-01-03,-75.00,-28.26,-27.27,-130.53,18-19
worst,2019-01-04,58.37,34.39,36.36,129.12,18-19
worst,2019-01-05,-33.98,-10.08,-11.67,-55.72,18-19
worst,2019-01-06,67.78,108.59,63.64,240.01,18-19
worst,2019-01-07,53.17,84.77,-9.70,128.24,18-19
worst,2019-01-08,-3.79,-10.10,37.83,23.94,18-19
worst,2019-01-09,15.14,-107.99,-59.50,-152.35,18-19
worst,2019-01-10,-67.86,-100.00,-4.55,-172.40,18-19
worst,2019-01-11,-112.23,-129.55,-129.55,-371.32,18-19
worst,2019-01-12,-64.70,-58.01,132.12,9.40,18-19
worst,2019-01-13,-8.95,-34.34,14.55,-28.74,18-19
worst,2019-01-14,146.75,131.64,-54.75,223.64,18-19
worst,2019-01-15,19.33,-55.53,-150.00,-186.20,18-19
worst,2019-01-16,-18.40,-10.66,-9.69,-38.75,18-19
worst,2019-01-17,-5.52,39.92,39.92,74.32,18-19
worst,2019-01-18,1.75,14.92,-80.53,-63.86,18-19
worst,2019-01-19,-21.60,-13.94,-9.69,-45.23,18-19
worst,2019-01-20,18.08,19.66,-75.00,-37.26,18-19
worst,2019-01-21,36.27,-84.09,-131.82,-179.64,18-19
worst,2019-01-22,-0.86,-53.26,43.18,-10.94,18-19
worst,2019-01-23,45.30,-12.95,35.38,67.72,18-19
worst,2019-01-24,-39.80,43.18,-52.27,-48.89,18-19
worst,2019-01-25,48.88,129.05,-10.68,167.25,18-19
worst,2019-01-26,-57.91,-30.53,64.90,-23.55,18-19
worst,2019-01-27,-18.65,-129.55,59.97,-88.22,18-19
worst,2019-01-28,-33.72,62.57,-125.00,-96.14,18-19
worst,2019-01-29,95.93,13.94,-127.27,-17.41,18-19
worst,2019-01-30,-2.39,-10.69,-104.95,-118.02,18-19
worst,2019-01-31,-53.27,87.65,-54.75,-20.37,18-19
worst,2019-02-01,-27.27,-27.27,-77.27,-131.81,18-19
worst,2019-02-02,106.39,79.44,-14.62,171.21,18-19
worst,2019-02-03,-46.88,-75.00,-75.00,-196.88,18-19
worst,2019-02-04,-36.44,-9.16,-55.53,-101.13,18-19
worst,2019-02-05,-51.12,36.26,37.65,22.79,18-19
worst,2019-02-06,-49.97,-128.26,-79.95,-258.18,18-19
worst,2019-02-07,29.12,-55.53,-8.02,-34.43,18-19
worst,2019-02-08,24.84,-12.98,-9.69,2.17,18-19
worst,2019-02-09,113.46,12.05,-177.27,-51.77,18-19
worst,2019-02-10,-34.94,-77.27,-30.53,-142.74,18-19
worst,2019-02-11,-78.00,-130.74,-31.82,-240.56,18-19
worst,2019-02-12,-61.51,17.20,16.21,-28.10,18-19
worst,2019-02-13,-37.75,56.74,-131.82,-112.83,18-19
worst,2019-02-14,-75.00,20.45,20.45,-34.09,18-19
worst,2019-02-21,-11.31,-55.53,40.91,-25.93,18-19
worst,2019-02-22,-48.03,11.46,12.65,-23.92,18-19
worst,2019-02-23,-6.62,121.90,-14.24,101.04,18-19
worst,2019-02-24,-75.00,18.48,-27.27,-83.79,18-19
worst,2019-02-25,-38.39,-84.69,106.22,-16.87,18-19
worst,2019-02-26,45.53,-27.27,67.19,85.46,18-19
worst,2019-02-27,6.00,106.01,-84.89,27.12,18-19
worst,2019-02-28,-120.19,39.55,-6.82,-87.46,18-19
worst,2019-03-01,-66.22,14.52,-79.55,-131.25,18-19
worst,2019-03-02,41.71,-35.08,12.45,19.08,18-19
worst,2019-03-03,57.82,-56.82,-57.62,-56.61,18-19
worst,2019-03-04,-4.30,111.36,110.76,217.83,18-19
worst,2019-03-05,-83.31,-7.80,40.70,-50.42,18-19
worst,2019-03-06,-146.90,-202.27,82.48,-266.69,18-19
worst,2019-03-07,37.92,-2.27,-50.00,-14.35,18-19
worst,2019-03-08,-121.83,-130.53,106.10,-146.26,18-19
