abbv,efg_pct,orb_pct,tov_pct,fta_per_fga_pct,game_possessions,pts,game_code,date,season
GSW,0.528,0.268,0.123,0.244,99.31037623248572,114,201911190MEM,2019-11-19 20:00:00,19-20
MEM,0.46,0.149,0.111,0.216,99.31037623248572,95,201911190MEM,2019-11-19 20:00:00,19-20
DAL,0.629,0.293,0.117,0.206,104.90365853658537,138,201911090MEM,2019-11-09 20:00:00,19-20
MEM,0.589,0.222,0.129,0.147,104.90365853658537,122,201911090MEM,2019-11-09 20:00:00,19-20
LAC,0.537,0.271,0.124,0.263,105.88484738372094,121,201911270MEM,2019-11-27 20:00:00,19-20
MEM,0.527,0.302,0.162,0.283,105.88484738372094,119,201911270MEM,2019-11-27 20:00:00,19-20
IND,0.455,0.218,0.113,0.22,109.38511363636363,108,202008120HOU,2020-08-12 16:00:00,19-20
HOU,0.465,0.125,0.169,0.326,109.38511363636363,104,202008120HOU,2020-08-12 16:00:00,19-20
LAC,0.542,0.2,0.122,0.464,104.78738095238096,120,202003050HOU,2020-03-05 20:00:00,19-20
HOU,0.397,0.238,0.081,0.371,104.78738095238096,105,202003050HOU,2020-03-05 20:00:00,19-20
CHI,0.495,0.18,0.112,0.258,104.04168823529412,110,201910250MEM,2019-10-25 20:00:00,19-20
MEM,0.468,0.294,0.149,0.213,104.04168823529412,102,201910250MEM,2019-10-25 20:00:00,19-20
LAL,0.468,0.286,0.205,0.468,104.81200000000001,97,202008060HOU,2020-08-06 21:00:00,19-20
HOU,0.554,0.1,0.168,0.274,104.81200000000001,113,202008060HOU,2020-08-06 21:00:00,19-20
MIN,0.531,0.196,0.093,0.271,106.85666666666667,121,201911060MEM,2019-11-06 20:00:00,19-20
MEM,0.636,0.235,0.144,0.341,106.85666666666667,137,201911060MEM,2019-11-06 20:00:00,19-20
MIL,0.538,0.362,0.177,0.25,105.43555555555557,116,202008020HOU,2020-08-02 20:30:00,19-20
HOU,0.511,0.111,0.079,0.341,105.43555555555557,120,202008020HOU,2020-08-02 20:30:00,19-20
MIL,0.569,0.209,0.143,0.379,107.69026315789475,127,201912130MEM,2019-12-13 20:00:00,19-20
MEM,0.49,0.193,0.107,0.235,107.69026315789475,114,201912130MEM,2019-12-13 20:00:00,19-20
UTA,0.463,0.216,0.046,0.2,94.95434348739495,103,201911290MEM,2019-11-29 20:00:00,19-20
MEM,0.447,0.268,0.098,0.181,94.95434348739495,94,201911290MEM,2019-11-29 20:00:00,19-20
LAL,0.615,0.273,0.129,0.295,89.34243181818181,112,202009080HOU,2020-09-08 21:00:00,19-20
HOU,0.543,0.15,0.094,0.173,89.34243181818181,102,202009080HOU,2020-09-08 21:00:00,19-20
OKC,0.566,0.175,0.198,0.276,96.42327499999999,102,202009020HOU,2020-09-02 21:00:00,19-20
HOU,0.494,0.22,0.111,0.216,96.42327499999999,104,202009020HOU,2020-09-02 21:00:00,19-20
WAS,0.506,0.229,0.154,0.376,104.77552083333333,111,201912140MEM,2019-12-14 20:00:00,19-20
MEM,0.637,0.281,0.196,0.286,104.77552083333333,128,201912140MEM,2019-12-14 20:00:00,19-20
ORL,0.555,0.325,0.118,0.341,102.39244946808512,126,202003080HOU,2020-03-08 19:00:00,19-20
HOU,0.494,0.234,0.154,0.284,102.39244946808512,106,202003080HOU,2020-03-08 19:00:00,19-20
OKC,0.518,0.179,0.112,0.298,97.99749254621346,108,202008180HOU,2020-08-18 18:30:00,19-20
HOU,0.596,0.093,0.067,0.213,97.99749254621346,123,202008180HOU,2020-08-18 18:30:00,19-20
PHO,0.58,0.108,0.152,0.182,102.49123269611074,114,201911020MEM,2019-11-02 20:00:00,19-20
MEM,0.541,0.317,0.175,0.221,102.49123269611074,105,201911020MEM,2019-11-02 20:00:00,19-20
IND,0.591,0.211,0.137,0.17,98.3833014354067,117,201912020MEM,2019-12-02 20:00:00,19-20
MEM,0.483,0.182,0.102,0.213,98.3833014354067,104,201912020MEM,2019-12-02 20:00:00,19-20
NOP,0.597,0.122,0.14,0.273,107.8681201104464,126,202001200MEM,2020-01-20 17:00:00,19-20
MEM,0.49,0.283,0.111,0.204,107.8681201104464,116,202001200MEM,2020-01-20 17:00:00,19-20
CHO,0.483,0.229,0.123,0.372,99.3030625,104,201912290MEM,2019-12-29 20:00:00,19-20
MEM,0.538,0.311,0.122,0.183,99.3030625,117,201912290MEM,2019-12-29 20:00:00,19-20
SAC,0.485,0.333,0.098,0.24,100.44621951219511,115,201912210MEM,2019-12-21 20:00:00,19-20
MEM,0.572,0.195,0.128,0.349,100.44621951219511,119,201912210MEM,2019-12-21 20:00:00,19-20
SAS,0.58,0.116,0.102,0.264,101.43127906976744,121,202001100MEM,2020-01-10 20:00:00,19-20
MEM,0.6,0.256,0.07,0.16,101.43127906976744,134,202001100MEM,2020-01-10 20:00:00,19-20
PHO,0.44,0.24,0.137,0.38,109.37593684210526,109,202001260MEM,2020-01-26 18:00:00,19-20
MEM,0.571,0.211,0.208,0.31,109.37593684210526,114,202001260MEM,2020-01-26 18:00:00,19-20
DET,0.388,0.286,0.121,0.092,96.63714285714286,82,202002030MEM,2020-02-03 20:00:00,19-20
MEM,0.478,0.167,0.104,0.133,96.63714285714286,96,202002030MEM,2020-02-03 20:00:00,19-20
TOR,0.543,0.204,0.141,0.258,109.06964196204798,122,201911080NOP,2019-11-08 20:00:00,19-20
NOP,0.455,0.246,0.143,0.212,109.06964196204798,104,201911080NOP,2019-11-08 20:00:00,19-20
ORL,0.543,0.273,0.129,0.239,102.39739898989899,120,202003100MEM,2020-03-10 20:00:00,19-20
MEM,0.572,0.194,0.177,0.5,102.39739898989899,115,202003100MEM,2020-03-10 20:00:00,19-20
BOS,0.605,0.25,0.111,0.267,95.9933,122,202008110MEM,2020-08-11 17:00:00,19-20
MEM,0.433,0.28,0.07,0.427,95.9933,107,202008110MEM,2020-08-11 17:00:00,19-20
DEN,0.522,0.125,0.127,0.18,102.82,107,201910310NOP,2019-10-31 21:30:00,19-20
NOP,0.63,0.063,0.141,0.416,102.82,122,201910310NOP,2019-10-31 21:30:00,19-20
LAC,0.613,0.154,0.141,0.369,104.84924646781789,127,201911140NOP,2019-11-14 20:00:00,19-20
NOP,0.571,0.367,0.112,0.296,104.84924646781789,132,201911140NOP,2019-11-14 20:00:00,19-20
MIN,0.528,0.222,0.154,0.233,103.14670940170942,112,202001070MEM,2020-01-07 20:00:00,19-20
MEM,0.562,0.231,0.132,0.236,103.14670940170942,119,202001070MEM,2020-01-07 20:00:00,19-20
SAS,0.758,0.143,0.112,0.157,103.12064690026955,145,201912230MEM,2019-12-23 20:00:00,19-20
MEM,0.547,0.208,0.112,0.167,103.12064690026955,115,201912230MEM,2019-12-23 20:00:00,19-20
SAC,0.478,0.16,0.082,0.231,99.48564897959184,104,202002280MEM,2020-02-28 20:00:00,19-20
MEM,0.473,0.204,0.107,0.22,99.48564897959184,101,202002280MEM,2020-02-28 20:00:00,19-20
GSW,0.558,0.388,0.136,0.231,112.09812860993453,134,201910280NOP,2019-10-28 20:00:00,19-20
NOP,0.539,0.208,0.117,0.214,112.09812860993453,123,201910280NOP,2019-10-28 20:00:00,19-20
GSW,0.445,0.196,0.09,0.253,97.64716425120773,100,201911170NOP,2019-11-17 19:00:00,19-20
NOP,0.517,0.244,0.117,0.225,97.64716425120773,108,201911170NOP,2019-11-17 19:00:00,19-20
HOU,0.512,0.205,0.134,0.279,98.41668706293706,110,202001140MEM,2020-01-14 20:00:00,19-20
MEM,0.577,0.179,0.066,0.209,98.41668706293706,121,202001140MEM,2020-01-14 20:00:00,19-20
CLE,0.495,0.302,0.127,0.283,100.94399447768063,109,202001170MEM,2020-01-17 20:00:00,19-20
MEM,0.556,0.171,0.109,0.225,100.94399447768063,113,202001170MEM,2020-01-17 20:00:00,19-20
SAS,0.488,0.25,0.137,0.384,104.04637500000001,108,202008020MEM,2020-08-02 16:00:00,19-20
MEM,0.5,0.075,0.108,0.198,104.04637500000001,106,202008020MEM,2020-08-02 16:00:00,19-20
MIA,0.525,0.194,0.129,0.383,97.06277777777777,111,201912160MEM,2019-12-16 20:00:00,19-20
MEM,0.564,0.364,0.131,0.349,97.06277777777777,118,201912160MEM,2019-12-16 20:00:00,19-20
LAL,0.466,0.265,0.132,0.138,89.98239904472427,88,202002290MEM,2020-02-29 20:00:00,19-20
MEM,0.505,0.319,0.066,0.116,89.98239904472427,105,202002290MEM,2020-02-29 20:00:00,19-20
OKC,0.418,0.207,0.088,0.155,97.9282183908046,92,202008070MEM,2020-08-07 16:00:00,19-20
MEM,0.62,0.333,0.171,0.241,97.9282183908046,121,202008070MEM,2020-08-07 16:00:00,19-20
NOP,0.505,0.231,0.13,0.284,107.88807692307692,116,201911110NOP,2019-11-11 20:00:00,19-20
HOU,0.588,0.171,0.146,0.376,107.88807692307692,122,201911110NOP,2019-11-11 20:00:00,19-20
MEM,0.598,0.162,0.154,0.171,96.95238175675675,104,202001280MEM,2020-01-28 20:00:00,19-20
DEN,0.471,0.271,0.168,0.209,96.95238175675675,96,202001280MEM,2020-01-28 20:00:00,19-20
POR,0.438,0.276,0.093,0.247,99.67224137931035,104,202002120MEM,2020-02-12 20:00:00,19-20
MEM,0.505,0.3,0.103,0.232,99.67224137931035,111,202002120MEM,2020-02-12 20:00:00,19-20
NOP,0.511,0.302,0.112,0.258,100.1260927672956,115,201911190NOP,2019-11-19 20:00:00,19-20
POR,0.522,0.229,0.148,0.141,100.1260927672956,104,201911190NOP,2019-11-19 20:00:00,19-20
MEM,0.572,0.2,0.152,0.256,109.71981818181818,119,202008130MEM,2020-08-13 16:00:00,19-20
MIL,0.464,0.164,0.122,0.235,109.71981818181818,106,202008130MEM,2020-08-13 16:00:00,19-20
DAL,0.559,0.25,0.095,0.28,102.83591836734695,123,201910250NOP,2019-10-25 20:00:00,19-20
NOP,0.536,0.245,0.118,0.153,102.83591836734695,116,201910250NOP,2019-10-25 20:00:00,19-20
MEM,0.563,0.319,0.136,0.379,102.40881298992161,118,202003070MEM,2020-03-07 20:00:00,19-20
ATL,0.405,0.246,0.115,0.295,102.40881298992161,101,202003070MEM,2020-03-07 20:00:00,19-20
MEM,0.505,0.34,0.126,0.25,107.42993710691825,122,202001120MEM,2020-01-12 18:00:00,19-20
GSW,0.473,0.222,0.179,0.228,107.42993710691825,102,202001120MEM,2020-01-12 18:00:00,19-20
BRK,0.474,0.125,0.094,0.24,107.2925,108,201912170NOP,2019-12-17 20:00:00,19-20
NOP,0.397,0.25,0.064,0.224,107.2925,101,201912170NOP,2019-12-17 20:00:00,19-20
NOP,0.557,0.293,0.122,0.368,100.2126981707317,123,202001080NOP,2020-01-08 20:00:00,19-20
CHI,0.522,0.208,0.106,0.228,100.2126981707317,108,202001080NOP,2020-01-08 20:00:00,19-20
PHO,0.538,0.358,0.132,0.255,115.0272542204568,139,201912050NOP,2019-12-05 20:00:00,19-20
NOP,0.603,0.158,0.183,0.402,115.0272542204568,132,201912050NOP,2019-12-05 20:00:00,19-20
NOP,0.609,0.333,0.109,0.348,103.77791666666667,138,202002110NOP,2020-02-11 20:00:00,19-20
POR,0.511,0.25,0.117,0.301,103.77791666666667,117,202002110NOP,2020-02-11 20:00:00,19-20
ORL,0.612,0.216,0.082,0.292,98.38106499356499,130,201912150NOP,2019-12-15 15:30:00,19-20
NOP,0.642,0.262,0.154,0.136,98.38106499356499,119,201912150NOP,2019-12-15 15:30:00,19-20
NOP,0.484,0.217,0.106,0.242,101.042922705314,103,201912090NOP,2019-12-09 20:00:00,19-20
DET,0.488,0.222,0.157,0.318,101.042922705314,105,201912090NOP,2019-12-09 20:00:00,19-20
NOP,0.622,0.316,0.171,0.419,108.77580091533181,130,202001180NOP,2020-01-18 15:30:00,19-20
LAC,0.548,0.217,0.098,0.419,108.77580091533181,133,202001180NOP,2020-01-18 15:30:00,19-20
OKC,0.571,0.116,0.064,0.239,103.55883720930233,123,202002130NOP,2020-02-13 20:00:00,19-20
NOP,0.57,0.186,0.148,0.314,103.55883720930233,118,202002130NOP,2020-02-13 20:00:00,19-20
NOP,0.537,0.273,0.152,0.366,96.71263157894737,106,202001240NOP,2020-01-24 20:00:00,19-20
DEN,0.439,0.421,0.087,0.189,96.71263157894737,113,202001240NOP,2020-01-24 20:00:00,19-20
NOP,0.548,0.186,0.125,0.381,100.87664451827243,117,202001220NOP,2020-01-22 21:30:00,19-20
SAS,0.567,0.214,0.099,0.281,100.87664451827243,121,202001220NOP,2020-01-22 21:30:00,19-20
NYK,0.521,0.109,0.121,0.191,108.90716403162057,111,201910230SAS,2019-10-23 20:30:00,19-20
SAS,0.548,0.227,0.175,0.434,108.90716403162057,120,201910230SAS,2019-10-23 20:30:00,19-20
CLE,0.511,0.213,0.123,0.126,98.84751773049646,104,202002280NOP,2020-02-28 20:00:00,19-20
NOP,0.597,0.333,0.145,0.17,98.84751773049646,116,202002280NOP,2020-02-28 20:00:00,19-20
NOP,0.59,0.289,0.118,0.27,110.37035772357723,134,202003030NOP,2020-03-03 20:00:00,19-20
MIN,0.629,0.244,0.131,0.206,110.37035772357723,139,202003030NOP,2020-03-03 20:00:00,19-20
MEM,0.462,0.163,0.115,0.161,102.42950166112956,99,202008030NOP,2020-08-03 18:30:00,19-20
NOP,0.518,0.186,0.124,0.476,102.42950166112956,109,202008030NOP,2020-08-03 18:30:00,19-20
NOP,0.506,0.302,0.164,0.357,100.14765180878553,110,201911270NOP,2019-11-27 21:30:00,19-20
LAL,0.565,0.194,0.135,0.294,100.14765180878553,114,201911270NOP,2019-11-27 21:30:00,19-20
NOP,0.578,0.298,0.077,0.127,98.6401914893617,127,201912290NOP,2019-12-29 20:00:00,19-20
HOU,0.611,0.2,0.159,0.247,98.6401914893617,112,201912290NOP,2019-12-29 20:00:00,19-20
NOP,0.559,0.244,0.105,0.215,100.5843111111111,120,201912280NOP,2019-12-28 19:00:00,19-20
IND,0.424,0.24,0.155,0.341,100.5843111111111,98,201912280NOP,2019-12-28 19:00:00,19-20
MEM,0.5,0.212,0.093,0.271,105.47073717948719,111,202001310NOP,2020-01-31 20:00:00,19-20
NOP,0.616,0.41,0.151,0.274,105.47073717948719,139,202001310NOP,2020-01-31 20:00:00,19-20
NOP,0.463,0.18,0.099,0.16,98.93428333333333,97,201912030NOP,2019-12-03 19:30:00,19-20
DAL,0.54,0.208,0.091,0.307,98.93428333333333,118,201912030NOP,2019-12-03 19:30:00,19-20
BOS,0.506,0.163,0.14,0.247,103.88953488372093,108,202001260NOP,2020-01-26 18:00:00,19-20
NOP,0.565,0.375,0.147,0.315,103.88953488372093,123,202001260NOP,2020-01-26 18:00:00,19-20
NOP,0.5,0.308,0.152,0.229,104.0442798690671,113,202008090NOP,2020-08-09 15:00:00,19-20
SAS,0.511,0.319,0.142,0.36,104.0442798690671,122,202008090NOP,2020-08-09 15:00:00,19-20
NOP,0.484,0.326,0.164,0.191,101.59506211180124,104,202007300NOP,2020-07-30 18:30:00,19-20
UTA,0.488,0.286,0.172,0.333,101.59506211180124,106,202007300NOP,2020-07-30 18:30:00,19-20
NOP,0.543,0.265,0.053,0.319,98.92166666666667,126,202001060NOP,2020-01-06 20:00:00,19-20
UTA,0.6,0.167,0.074,0.267,98.92166666666667,128,202001060NOP,2020-01-06 20:00:00,19-20
WAS,0.579,0.2,0.105,0.179,101.59677777777777,122,201910260SAS,2019-10-26 20:30:00,19-20
SAS,0.509,0.389,0.072,0.157,101.59677777777777,124,201910260SAS,2019-10-26 20:30:00,19-20
WAS,0.478,0.227,0.115,0.256,101.37458980044346,107,202008070NOP,2020-08-07 20:00:00,19-20
NOP,0.545,0.268,0.153,0.295,101.37458980044346,118,202008070NOP,2020-08-07 20:00:00,19-20
NOP,0.495,0.3,0.141,0.308,102.33204166666667,110,202003060NOP,2020-03-06 20:00:00,19-20
MIA,0.483,0.208,0.131,0.36,102.33204166666667,104,202003060NOP,2020-03-06 20:00:00,19-20
MIL,0.525,0.163,0.134,0.167,116.0572275702734,120,202002040NOP,2020-02-04 19:30:00,19-20
NOP,0.455,0.151,0.134,0.242,116.0572275702734,108,202002040NOP,2020-02-04 19:30:00,19-20
UTA,0.535,0.234,0.102,0.32,111.20607161390762,132,202001160NOP,2020-01-16 20:00:00,19-20
NOP,0.608,0.22,0.107,0.376,111.20607161390762,138,202001160NOP,2020-01-16 20:00:00,19-20
OKC,0.537,0.116,0.106,0.321,97.813,107,201912010NOP,2019-12-01 17:00:00,19-20
NOP,0.546,0.067,0.107,0.115,97.813,104,201912010NOP,2019-12-01 17:00:00,19-20
NOP,0.458,0.333,0.127,0.347,105.78306201550387,114,202003010NOP,2020-03-01 20:00:00,19-20
LAL,0.582,0.14,0.114,0.103,105.78306201550387,122,202003010NOP,2020-03-01 20:00:00,19-20
OKC,0.588,0.103,0.126,0.3,97.83641025641026,112,201911070SAS,2019-11-07 20:30:00,19-20
SAS,0.59,0.308,0.116,0.117,97.83641025641026,121,201911070SAS,2019-11-07 20:30:00,19-20
LAL,0.573,0.238,0.085,0.202,94.56516483516484,114,201911250SAS,2019-11-25 20:30:00,19-20
SAS,0.523,0.231,0.121,0.17,94.56516483516484,104,201911250SAS,2019-11-25 20:30:00,19-20
SAS,0.573,0.118,0.166,0.232,103.12735294117647,109,201912210SAS,2019-12-21 20:30:00,19-20
LAC,0.606,0.289,0.093,0.192,103.12735294117647,134,201912210SAS,2019-12-21 20:30:00,19-20
BRK,0.464,0.15,0.158,0.361,103.92179629629629,105,201912190SAS,2019-12-19 20:30:00,19-20
SAS,0.516,0.241,0.094,0.24,103.92179629629629,118,201912190SAS,2019-12-19 20:30:00,19-20
SAS,0.494,0.152,0.089,0.386,104.21658695652174,116,201911160SAS,2019-11-16 20:30:00,19-20
POR,0.522,0.2,0.103,0.28,104.21658695652174,121,201911160SAS,2019-11-16 20:30:00,19-20
DAL,0.517,0.106,0.131,0.349,103.72651022110972,109,202002260SAS,2020-02-26 20:30:00,19-20
SAS,0.484,0.255,0.13,0.207,103.72651022110972,103,202002260SAS,2020-02-26 20:30:00,19-20
SAC,0.547,0.195,0.126,0.211,107.08185479296654,120,202007310SAS,2020-07-31 20:00:00,19-20
SAS,0.594,0.209,0.128,0.3,107.08185479296654,129,202007310SAS,2020-07-31 20:00:00,19-20
SAS,0.556,0.17,0.115,0.292,104.20645679548416,119,202008070SAS,2020-08-07 13:00:00,19-20
UTA,0.505,0.204,0.129,0.264,104.20645679548416,111,202008070SAS,2020-08-07 13:00:00,19-20
OKC,0.534,0.205,0.039,0.225,89.90322344322345,109,202001020SAS,2020-01-02 20:30:00,19-20
SAS,0.505,0.286,0.076,0.13,89.90322344322345,103,202001020SAS,2020-01-02 20:30:00,19-20
ORL,0.577,0.27,0.161,0.274,100.63671814671815,113,202002290SAS,2020-02-29 20:30:00,19-20
SAS,0.607,0.114,0.157,0.19,100.63671814671815,114,202002290SAS,2020-02-29 20:30:00,19-20
SAS,0.533,0.156,0.118,0.189,99.19976515151515,109,201911110SAS,2019-11-11 19:30:00,19-20
MEM,0.569,0.205,0.103,0.23,99.19976515151515,113,201911110SAS,2019-11-11 19:30:00,19-20
CHO,0.482,0.14,0.161,0.145,97.37753365973072,90,202002010SAS,2020-02-01 21:00:00,19-20
SAS,0.575,0.184,0.094,0.241,97.37753365973072,114,202002010SAS,2020-02-01 21:00:00,19-20
SAS,0.434,0.17,0.151,0.349,103.88322155411655,96,201911030SAS,2019-11-03 19:00:00,19-20
LAL,0.517,0.152,0.159,0.218,103.88322155411655,103,201911030SAS,2019-11-03 19:00:00,19-20
UTA,0.524,0.279,0.111,0.548,99.98164784053156,120,202001290SAS,2020-01-29 20:30:00,19-20
SAS,0.61,0.114,0.086,0.366,99.98164784053156,127,202001290SAS,2020-01-29 20:30:00,19-20
SAS,0.465,0.368,0.118,0.303,103.76740514075888,115,201911090SAS,2019-11-09 17:00:00,19-20
BOS,0.585,0.163,0.07,0.298,103.76740514075888,135,201911090SAS,2019-11-09 17:00:00,19-20
SAS,0.619,0.263,0.102,0.216,95.89883040935672,126,202001060SAS,2020-01-06 20:30:00,19-20
MIL,0.479,0.185,0.073,0.147,95.89883040935672,104,202001060SAS,2020-01-06 20:30:00,19-20
PHO,0.512,0.233,0.122,0.25,93.96901993355482,103,202001240SAS,2020-01-24 20:30:00,19-20
SAS,0.455,0.238,0.131,0.423,93.96901993355482,99,202001240SAS,2020-01-24 20:30:00,19-20
SAS,0.517,0.049,0.11,0.291,107.05126287262873,109,201912120SAS,2019-12-12 20:30:00,19-20
CLE,0.536,0.244,0.147,0.208,107.05126287262873,117,201912120SAS,2019-12-12 20:30:00,19-20
SAC,0.436,0.291,0.113,0.176,103.54391280148423,104,201912060SAS,2019-12-06 20:30:00,19-20
SAS,0.484,0.265,0.134,0.177,103.54391280148423,105,201912060SAS,2019-12-06 20:30:00,19-20
SAS,0.623,0.081,0.141,0.247,94.9175,111,202003020SAS,2020-03-02 20:30:00,19-20
IND,0.596,0.167,0.127,0.333,94.9175,116,202003020SAS,2020-03-02 20:30:00,19-20
TOR,0.495,0.255,0.07,0.152,98.22098942917548,110,202001260SAS,2020-01-26 16:00:00,19-20
SAS,0.512,0.163,0.147,0.293,98.22098942917548,106,202001260SAS,2020-01-26 16:00:00,19-20
HOU,0.483,0.074,0.155,0.236,111.71141534391535,105,202008110SAS,2020-08-11 14:00:00,19-20
SAS,0.565,0.214,0.178,0.215,111.71141534391535,123,202008110SAS,2020-08-11 14:00:00,19-20
LAC,0.457,0.184,0.125,0.141,99.07075987841945,97,201911290SAS,2019-11-29 20:30:00,19-20
SAS,0.505,0.17,0.083,0.151,99.07075987841945,107,201911290SAS,2019-11-29 20:30:00,19-20
DEN,0.626,0.359,0.123,0.231,98.23899267399267,132,202008050SAS,2020-08-05 16:00:00,19-20
SAS,0.554,0.238,0.063,0.29,98.23899267399267,126,202008050SAS,2020-08-05 16:00:00,19-20
MIA,0.488,0.227,0.087,0.233,93.213023715415,102,202001190SAS,2020-01-19 15:00:00,19-20
SAS,0.494,0.196,0.103,0.282,93.213023715415,107,202001190SAS,2020-01-19 15:00:00,19-20
SAS,0.542,0.222,0.088,0.177,101.12166666666667,117,201912310SAS,2019-12-31 19:00:00,19-20
GSW,0.521,0.173,0.071,0.188,101.12166666666667,113,201912310SAS,2019-12-31 19:00:00,19-20
SAS,0.5,0.286,0.122,0.235,104.72047619047619,120,202001170SAS,2020-01-17 20:30:00,19-20
ATL,0.616,0.19,0.168,0.329,104.72047619047619,121,202001170SAS,2020-01-17 20:30:00,19-20
SAS,0.533,0.222,0.143,0.302,123.2249641577061,135,201912030SAS,2019-12-03 20:30:00,19-20
HOU,0.446,0.29,0.118,0.324,123.2249641577061,133,201912030SAS,2019-12-03 20:30:00,19-20
SAS,0.524,0.149,0.154,0.376,109.1456771685761,113,201910280SAS,2019-10-28 20:30:00,19-20
POR,0.44,0.173,0.082,0.27,109.1456771685761,110,201910280SAS,2019-10-28 20:30:00,19-20
SAS,0.601,0.146,0.103,0.169,100.26634146341463,119,202003100SAS,2020-03-10 20:00:00,19-20
DAL,0.549,0.171,0.126,0.12,100.26634146341463,109,202003100SAS,2020-03-10 20:00:00,19-20
SAS,0.448,0.148,0.054,0.175,99.8668148148148,101,201911270SAS,2019-11-27 20:30:00,19-20
MIN,0.541,0.156,0.102,0.318,99.8668148148148,113,201911270SAS,2019-11-27 20:30:00,19-20
DET,0.511,0.185,0.096,0.333,102.49764764764765,109,201912280SAS,2019-12-28 20:30:00,19-20
SAS,0.667,0.189,0.099,0.161,102.49764764764765,136,201912280SAS,2019-12-28 20:30:00,19-20
SAC,0.516,0.308,0.134,0.154,94.51923076923076,108,202002270OKC,2020-02-27 20:00:00,19-20
OKC,0.542,0.233,0.085,0.345,94.51923076923076,112,202002270OKC,2020-02-27 20:00:00,19-20
CHO,0.523,0.25,0.123,0.333,101.0915988372093,113,202101160TOR,2021-01-16 19:30:00,20-21
TOR,0.541,0.163,0.133,0.302,101.0915988372093,116,202101160TOR,2021-01-16 19:30:00,20-21
BOS,0.418,0.37,0.124,0.194,95.23171296296297,95,202012250BOS,2020-12-25 17:00:00,20-21
BRK,0.638,0.25,0.143,0.408,95.23171296296297,123,202012250BOS,2020-12-25 17:00:00,20-21
NYK,0.381,0.17,0.134,0.227,99.19714033018869,83,202012310TOR,2020-12-31 19:30:00,20-21
TOR,0.512,0.188,0.148,0.253,99.19714033018869,100,202012310TOR,2020-12-31 19:30:00,20-21
ORL,0.482,0.133,0.096,0.341,97.76166666666666,102,202101310TOR,2021-01-31 19:00:00,20-21
TOR,0.522,0.2,0.099,0.244,97.76166666666666,115,202101310TOR,2021-01-31 19:00:00,20-21
TOR,0.489,0.24,0.111,0.205,94.4520972972973,102,202101200TOR,2021-01-20 19:30:00,20-21
MIA,0.6,0.216,0.171,0.213,94.4520972972973,111,202101200TOR,2021-01-20 19:30:00,20-21
TOR,0.568,0.302,0.154,0.148,94.01554736245036,111,202101140TOR,2021-01-14 19:30:00,20-21
CHO,0.569,0.341,0.163,0.138,94.01554736245036,108,202101140TOR,2021-01-14 19:30:00,20-21
BOS,0.567,0.179,0.104,0.354,97.7346265328874,118,202102260BOS,2021-02-26 19:30:00,20-21
IND,0.478,0.174,0.073,0.326,97.7346265328874,112,202102260BOS,2021-02-26 19:30:00,20-21
TOR,0.568,0.231,0.127,0.205,98.71702564102563,116,202101180TOR,2021-01-18 19:30:00,20-21
DAL,0.433,0.178,0.146,0.329,98.71702564102563,93,202101180TOR,2021-01-18 19:30:00,20-21
PHI,0.519,0.286,0.162,0.375,97.37891428571429,109,202102230TOR,2021-02-23 19:30:00,20-21
TOR,0.489,0.16,0.092,0.14,97.37891428571429,102,202102230TOR,2021-02-23 19:30:00,20-21
BOS,0.57,0.326,0.155,0.326,99.43930844553243,120,202102110BOS,2021-02-11 19:30:00,20-21
TOR,0.548,0.079,0.125,0.229,99.43930844553243,106,202102110BOS,2021-02-11 19:30:00,20-21
BOS,0.634,0.361,0.125,0.29,103.61610324947588,141,202101240BOS,2021-01-24 19:00:00,20-21
CLE,0.459,0.208,0.145,0.4,103.61610324947588,103,202101240BOS,2021-01-24 19:00:00,20-21
ORL,0.441,0.278,0.096,0.234,97.64723723723723,97,202101150BOS,2021-01-15 19:30:00,20-21
BOS,0.608,0.162,0.094,0.216,97.64723723723723,124,202101150BOS,2021-01-15 19:30:00,20-21
BOS,0.577,0.293,0.161,0.405,104.7222138836773,126,202101040TOR,2021-01-04 19:30:00,20-21
TOR,0.472,0.154,0.086,0.422,104.7222138836773,114,202101040TOR,2021-01-04 19:30:00,20-21
DEN,0.506,0.25,0.158,0.179,95.97452702702702,99,202102160BOS,2021-02-16 19:00:00,20-21
BOS,0.574,0.27,0.181,0.259,95.97452702702702,112,202102160BOS,2021-02-16 19:00:00,20-21
ATL,0.623,0.235,0.134,0.403,97.17813235294118,122,202102170BOS,2021-02-17 19:30:00,20-21
BOS,0.523,0.275,0.14,0.314,97.17813235294118,114,202102170BOS,2021-02-17 19:30:00,20-21
MEM,0.478,0.304,0.175,0.269,104.82021739130434,107,202012300BOS,2020-12-30 19:30:00,20-21
BOS,0.626,0.238,0.141,0.154,104.82021739130434,126,202012300BOS,2020-12-30 19:30:00,20-21
NOP,0.644,0.222,0.213,0.25,104.04142676767677,113,202012230TOR,2020-12-23 19:30:00,20-21
TOR,0.506,0.159,0.175,0.135,104.04142676767677,99,202012230TOR,2020-12-23 19:30:00,20-21
BOS,0.524,0.22,0.145,0.171,92.06136532343584,95,202101300BOS,2021-01-30 20:30:00,20-21
LAL,0.494,0.283,0.132,0.226,92.06136532343584,96,202101300BOS,2021-01-30 20:30:00,20-21
HOU,0.516,0.159,0.099,0.22,99.44079822616408,111,202102260TOR,2021-02-26 19:30:00,20-21
