abbv,efg_pct,orb_pct,tov_pct,fta_per_fga_pct,game_possessions,pts,game_code,date,season
TOR,0.539,0.268,0.106,0.303,99.44079822616408,122,202102260TOR,2021-02-26 19:30:00,20-21
WAS,0.506,0.163,0.126,0.345,101.31074473975636,110,202102280BOS,2021-02-28 19:00:00,20-21
BOS,0.528,0.31,0.153,0.27,101.31074473975636,111,202102280BOS,2021-02-28 19:00:00,20-21
MIN,0.622,0.152,0.166,0.232,101.53752525252526,116,202102140TOR,2021-02-14 19:00:00,20-21
TOR,0.473,0.222,0.095,0.341,101.53752525252526,112,202102140TOR,2021-02-14 19:00:00,20-21
TOR,0.58,0.128,0.136,0.222,95.98737606837608,110,202102210TOR,2021-02-21 19:00:00,20-21
PHI,0.453,0.244,0.091,0.412,95.98737606837608,103,202102210TOR,2021-02-21 19:00:00,20-21
NYK,0.55,0.256,0.152,0.263,94.98565452091768,105,202101170BOS,2021-01-17 13:00:00,20-21
BOS,0.339,0.246,0.149,0.345,94.98565452091768,75,202101170BOS,2021-01-17 13:00:00,20-21
TOR,0.565,0.3,0.193,0.107,94.53263513513514,101,202101220TOR,2021-01-22 19:30:00,20-21
MIA,0.474,0.108,0.189,0.13,94.53263513513514,81,202101220TOR,2021-01-22 19:30:00,20-21
BOS,0.488,0.156,0.095,0.366,96.31247545219638,102,202102120BOS,2021-02-12 20:00:00,20-21
DET,0.525,0.14,0.115,0.38,96.31247545219638,108,202102120BOS,2021-02-12 20:00:00,20-21
DET,0.637,0.308,0.107,0.231,96.4616520979021,129,202103030TOR,2021-03-03 19:00:00,20-21
TOR,0.519,0.159,0.134,0.39,96.4616520979021,105,202103030TOR,2021-03-03 19:00:00,20-21
MIL,0.516,0.28,0.118,0.28,100.21332727272727,115,202101270TOR,2021-01-27 19:30:00,20-21
TOR,0.521,0.182,0.1,0.128,100.21332727272727,108,202101270TOR,2021-01-27 19:30:00,20-21
SAC,0.654,0.324,0.194,0.397,99.99883484162896,126,202101290TOR,2021-01-29 19:30:00,20-21
TOR,0.564,0.308,0.13,0.384,99.99883484162896,124,202101290TOR,2021-01-29 19:30:00,20-21
BOS,0.633,0.243,0.16,0.111,99.76001126126127,121,202102190BOS,2021-02-19 19:30:00,20-21
ATL,0.478,0.271,0.114,0.278,99.76001126126127,109,202102190BOS,2021-02-19 19:30:00,20-21
WAS,0.528,0.156,0.152,0.182,104.98319841269841,107,202101080BOS,2021-01-08 19:30:00,20-21
BOS,0.547,0.262,0.175,0.349,104.98319841269841,116,202101080BOS,2021-01-08 19:30:00,20-21
ORL,0.537,0.196,0.105,0.168,102.52708498023716,115,202101160BRK,2021-01-16 18:00:00,20-21
BRK,0.641,0.121,0.176,0.321,102.52708498023716,122,202101160BRK,2021-01-16 18:00:00,20-21
OKC,0.628,0.075,0.093,0.189,103.91109121621622,129,202101100BRK,2021-01-10 18:00:00,20-21
BRK,0.565,0.162,0.151,0.282,103.91109121621622,116,202101100BRK,2021-01-10 18:00:00,20-21
MIL,0.49,0.208,0.041,0.229,104.10255736868945,123,202101180BRK,2021-01-18 19:30:00,20-21
BRK,0.637,0.189,0.154,0.25,104.10255736868945,125,202101180BRK,2021-01-18 19:30:00,20-21
LAL,0.523,0.162,0.102,0.291,98.45963015647226,106,202101270PHI,2021-01-27 19:30:00,20-21
PHI,0.535,0.184,0.102,0.306,98.45963015647226,107,202101270PHI,2021-01-27 19:30:00,20-21
ATL,0.566,0.354,0.095,0.354,106.43208333333334,141,202012300BRK,2020-12-30 19:30:00,20-21
BRK,0.635,0.196,0.068,0.23,106.43208333333334,145,202012300BRK,2020-12-30 19:30:00,20-21
MIA,0.545,0.05,0.072,0.36,103.40103947368422,124,202101230BRK,2021-01-23 20:00:00,20-21
BRK,0.645,0.237,0.145,0.313,103.40103947368422,128,202101230BRK,2021-01-23 20:00:00,20-21
HOU,0.538,0.184,0.153,0.196,106.33565361279648,113,202102170PHI,2021-02-17 19:30:00,20-21
PHI,0.556,0.189,0.174,0.395,106.33565361279648,118,202102170PHI,2021-02-17 19:30:00,20-21
UTA,0.448,0.173,0.133,0.314,102.30540384615384,96,202101050BRK,2021-01-05 19:30:00,20-21
BRK,0.634,0.2,0.107,0.172,102.30540384615384,130,202101050BRK,2021-01-05 19:30:00,20-21
WAS,0.585,0.209,0.106,0.372,109.72283376399656,136,202101060PHI,2021-01-06 19:00:00,20-21
PHI,0.728,0.037,0.143,0.407,109.72283376399656,141,202101060PHI,2021-01-06 19:00:00,20-21
CHO,0.484,0.269,0.104,0.283,100.59040792540793,112,202101020PHI,2021-01-02 19:00:00,20-21
PHI,0.696,0.212,0.19,0.304,100.59040792540793,127,202101020PHI,2021-01-02 19:00:00,20-21
DEN,0.567,0.349,0.15,0.167,96.76174418604651,115,202101090PHI,2021-01-09 15:00:00,20-21
PHI,0.471,0.4,0.13,0.097,96.76174418604651,103,202101090PHI,2021-01-09 15:00:00,20-21
PHI,0.559,0.167,0.092,0.376,110.12972222222221,131,202103030PHI,2021-03-03 19:00:00,20-21
UTA,0.545,0.222,0.129,0.19,110.12972222222221,123,202103030PHI,2021-03-03 19:00:00,20-21
LAC,0.598,0.256,0.09,0.103,86.91384615384615,112,202103020BOS,2021-03-02 19:30:00,20-21
BOS,0.581,0.359,0.077,0.267,86.91384615384615,117,202103020BOS,2021-03-02 19:30:00,20-21
PHI,0.63,0.313,0.172,0.296,97.45569444444445,122,202101220PHI,2021-01-22 19:30:00,20-21
BOS,0.522,0.222,0.1,0.222,97.45569444444445,110,202101220PHI,2021-01-22 19:30:00,20-21
PHI,0.523,0.098,0.173,0.23,109.62300587172538,109,202101070BRK,2021-01-07 19:30:00,20-21
BRK,0.531,0.204,0.099,0.299,109.62300587172538,122,202101070BRK,2021-01-07 19:30:00,20-21
PHI,0.525,0.19,0.164,0.296,97.89614583333334,105,202102040PHI,2021-02-04 20:00:00,20-21
POR,0.526,0.396,0.092,0.235,97.89614583333334,121,202102040PHI,2021-02-04 20:00:00,20-21
CHI,0.458,0.26,0.097,0.189,96.99927777777778,105,202102190PHI,2021-02-19 19:30:00,20-21
PHI,0.511,0.356,0.131,0.333,96.99927777777778,112,202102190PHI,2021-02-19 19:30:00,20-21
PHI,0.583,0.333,0.131,0.245,112.63786666666667,137,202101120PHI,2021-01-12 19:00:00,20-21
MIA,0.553,0.28,0.136,0.231,112.63786666666667,134,202101120PHI,2021-01-12 19:00:00,20-21
MEM,0.48,0.302,0.146,0.296,109.41311320754716,116,202012280BRK,2020-12-28 19:30:00,20-21
BRK,0.48,0.245,0.137,0.17,109.41311320754716,111,202012280BRK,2020-12-28 19:30:00,20-21
MIA,0.568,0.231,0.178,0.321,102.69077962577963,108,202101140PHI,2021-01-14 19:00:00,20-21
PHI,0.64,0.135,0.163,0.293,102.69077962577963,125,202101140PHI,2021-01-14 19:00:00,20-21
TOR,0.45,0.182,0.165,0.156,103.81513833992095,93,202012290PHI,2020-12-29 19:00:00,20-21
PHI,0.429,0.196,0.154,0.393,103.81513833992095,100,202012290PHI,2020-12-29 19:00:00,20-21
PHI,0.5,0.167,0.065,0.278,95.55006097560977,111,202102250PHI,2021-02-25 19:00:00,20-21
DAL,0.494,0.244,0.17,0.295,95.55006097560977,97,202102250PHI,2021-02-25 19:00:00,20-21
BOS,0.539,0.25,0.141,0.225,97.34048913043478,109,202101200PHI,2021-01-20 19:00:00,20-21
PHI,0.519,0.239,0.084,0.577,97.34048913043478,117,202101200PHI,2021-01-20 19:00:00,20-21
BRK,0.58,0.163,0.174,0.383,107.98611587107303,122,202101030BRK,2021-01-03 18:00:00,20-21
WAS,0.471,0.228,0.056,0.327,107.98611587107303,123,202101030BRK,2021-01-03 18:00:00,20-21
CLE,0.464,0.255,0.127,0.299,108.56526491447642,112,202102270PHI,2021-02-27 19:00:00,20-21
PHI,0.518,0.17,0.162,0.422,108.56526491447642,109,202102270PHI,2021-02-27 19:00:00,20-21
IND,0.527,0.195,0.159,0.231,107.18178353658537,114,202103010PHI,2021-03-01 19:00:00,20-21
PHI,0.653,0.188,0.167,0.182,107.18178353658537,130,202103010PHI,2021-03-01 19:00:00,20-21
DEN,0.602,0.214,0.12,0.182,95.87571428571428,116,202101120BRK,2021-01-12 19:30:00,20-21
BRK,0.709,0.258,0.174,0.19,95.87571428571428,122,202101120BRK,2021-01-12 19:30:00,20-21
CHO,0.494,0.163,0.143,0.256,101.20793608009242,101,202101040PHI,2021-01-04 19:00:00,20-21
PHI,0.542,0.264,0.087,0.242,101.20793608009242,118,202101040PHI,2021-01-04 19:00:00,20-21
BRK,0.528,0.174,0.151,0.193,102.03753623188405,108,202102060PHI,2021-02-06 20:00:00,20-21
PHI,0.564,0.333,0.126,0.234,102.03753623188405,124,202102060PHI,2021-02-06 20:00:00,20-21
BRK,0.448,0.208,0.135,0.267,97.27118055555556,96,202101010BRK,2021-01-01 19:30:00,20-21
ATL,0.548,0.222,0.083,0.151,97.27118055555556,114,202101010BRK,2021-01-01 19:30:00,20-21
PHI,0.528,0.286,0.109,0.25,93.92602678571428,109,202012260NYK,2020-12-26 19:30:00,20-21
NYK,0.434,0.271,0.147,0.277,93.92602678571428,89,202012260NYK,2020-12-26 19:30:00,20-21
IND,0.473,0.213,0.076,0.12,91.78124620060791,94,202102100BRK,2021-02-10 20:00:00,20-21
BRK,0.48,0.214,0.116,0.461,91.78124620060791,104,202102100BRK,2021-02-10 20:00:00,20-21
MIA,0.435,0.157,0.116,0.202,93.54494756041952,85,202101250BRK,2021-01-25 19:30:00,20-21
BRK,0.465,0.14,0.069,0.259,93.54494756041952,98,202101250BRK,2021-01-25 19:30:00,20-21
MIL,0.468,0.309,0.093,0.305,100.50122077922077,110,202012270NYK,2020-12-27 19:30:00,20-21
NYK,0.635,0.229,0.134,0.318,100.50122077922077,130,202012270NYK,2020-12-27 19:30:00,20-21
BRK,0.488,0.318,0.168,0.221,94.6437937062937,98,202102270BRK,2021-02-27 20:30:00,20-21
DAL,0.605,0.154,0.079,0.198,94.6437937062937,115,202102270BRK,2021-02-27 20:30:00,20-21
HOU,0.42,0.231,0.082,0.341,96.50066801619434,99,202102130NYK,2021-02-13 20:00:00,20-21
NYK,0.593,0.105,0.068,0.267,96.50066801619434,121,202102130NYK,2021-02-13 20:00:00,20-21
LAC,0.53,0.224,0.07,0.172,99.90448979591837,120,202102020BRK,2021-02-02 19:30:00,20-21
BRK,0.652,0.176,0.15,0.329,99.90448979591837,124,202102020BRK,2021-02-02 19:30:00,20-21
NYK,0.563,0.256,0.112,0.218,96.44654131618012,112,202101060NYK,2021-01-06 19:30:00,20-21
UTA,0.516,0.213,0.127,0.121,96.44654131618012,100,202101060NYK,2021-01-06 19:30:00,20-21
MIA,0.56,0.15,0.107,0.241,93.81070833333334,109,202102070NYK,2021-02-07 13:00:00,20-21
NYK,0.541,0.208,0.116,0.176,93.81070833333334,103,202102070NYK,2021-02-07 13:00:00,20-21
POR,0.511,0.204,0.103,0.18,96.17717348927876,99,202102060NYK,2021-02-06 13:00:00,20-21
NYK,0.574,0.211,0.13,0.148,96.17717348927876,110,202102060NYK,2021-02-06 13:00:00,20-21
GSW,0.522,0.156,0.091,0.27,98.69576495726494,114,202102230NYK,2021-02-23 19:30:00,20-21
NYK,0.448,0.346,0.109,0.227,98.69576495726494,106,202102230NYK,2021-02-23 19:30:00,20-21
LAC,0.648,0.212,0.07,0.346,91.25959719142647,129,202101310NYK,2021-01-31 13:00:00,20-21
NYK,0.541,0.244,0.067,0.329,91.25959719142647,115,202101310NYK,2021-01-31 13:00:00,20-21
NYK,0.538,0.261,0.085,0.13,91.08366026289181,109,202101130NYK,2021-01-13 19:30:00,20-21
BRK,0.571,0.279,0.057,0.187,91.08366026289181,116,202101130NYK,2021-01-13 19:30:00,20-21
DAL,0.575,0.156,0.114,0.356,106.00260869565219,124,202101070DEN,2021-01-07 22:00:00,20-21
DEN,0.521,0.196,0.109,0.216,106.00260869565219,117,202101070DEN,2021-01-07 22:00:00,20-21
ORL,0.454,0.083,0.161,0.172,104.24390350877192,92,202102250BRK,2021-02-25 19:30:00,20-21
BRK,0.641,0.184,0.117,0.152,104.24390350877192,129,202102250BRK,2021-02-25 19:30:00,20-21
GSW,0.537,0.111,0.172,0.296,103.68243055555556,104,202101140DEN,2021-01-14 22:00:00,20-21
DEN,0.517,0.208,0.113,0.3,103.68243055555556,114,202101140DEN,2021-01-14 22:00:00,20-21
SAC,0.565,0.19,0.139,0.388,103.4655238095238,121,202102250NYK,2021-02-25 19:30:00,20-21
NYK,0.695,0.257,0.143,0.241,103.4655238095238,140,202102250NYK,2021-02-25 19:30:00,20-21
DEN,0.625,0.222,0.118,0.143,91.58286821705427,114,202101100NYK,2021-01-10 18:00:00,20-21
NYK,0.473,0.186,0.158,0.338,91.58286821705427,89,202101100NYK,2021-01-10 18:00:00,20-21
MIN,0.522,0.238,0.12,0.297,102.31785714285715,116,202101050DEN,2021-01-05 21:00:00,20-21
DEN,0.57,0.238,0.124,0.57,102.31785714285715,123,202101050DEN,2021-01-05 21:00:00,20-21
NYK,0.462,0.234,0.121,0.487,95.99485735009671,103,202102210NYK,2021-02-21 19:00:00,20-21
MIN,0.5,0.159,0.141,0.256,95.99485735009671,99,202102210NYK,2021-02-21 19:00:00,20-21
NYK,0.401,0.177,0.037,0.208,95.43,89,202101080NYK,2021-01-08 19:30:00,20-21
OKC,0.5,0.224,0.103,0.241,95.43,101,202101080NYK,2021-01-08 19:30:00,20-21
PHO,0.572,0.211,0.166,0.276,92.57061166429588,106,202101010DEN,2021-01-01 21:00:00,20-21
DEN,0.523,0.216,0.106,0.186,92.57061166429588,103,202101010DEN,2021-01-01 21:00:00,20-21
CLE,0.393,0.298,0.132,0.214,88.79240368027602,81,202101290NYK,2021-01-29 19:30:00,20-21
NYK,0.55,0.216,0.13,0.2,88.79240368027602,102,202101290NYK,2021-01-29 19:30:00,20-21
DEN,0.609,0.25,0.122,0.368,103.78309782608696,124,202012280DEN,2020-12-28 21:00:00,20-21
HOU,0.547,0.109,0.135,0.267,103.78309782608696,111,202012280DEN,2020-12-28 21:00:00,20-21
LAC,0.682,0.29,0.176,0.324,92.83845740281225,121,202012250DEN,2020-12-25 22:30:00,20-21
DEN,0.525,0.256,0.121,0.383,92.83845740281225,108,202012250DEN,2020-12-25 22:30:00,20-21
TOR,0.572,0.273,0.088,0.144,99.35366093366093,123,202102050BRK,2021-02-05 19:30:00,20-21
BRK,0.594,0.216,0.163,0.363,99.35366093366093,117,202102050BRK,2021-02-05 19:30:00,20-21
SAC,0.603,0.139,0.136,0.218,100.78032945736433,118,202102230BRK,2021-02-23 19:30:00,20-21
BRK,0.59,0.233,0.072,0.348,100.78032945736433,127,202102230BRK,2021-02-23 19:30:00,20-21
ORL,0.407,0.2,0.106,0.186,91.6884074074074,84,202101180NYK,2021-01-18 12:00:00,20-21
NYK,0.385,0.241,0.056,0.391,91.6884074074074,91,202101180NYK,2021-01-18 12:00:00,20-21
ATL,0.488,0.256,0.1,0.376,93.24383720930231,112,202102150NYK,2021-02-15 19:30:00,20-21
NYK,0.608,0.244,0.078,0.325,93.24383720930231,123,202102150NYK,2021-02-15 19:30:00,20-21
IND,0.518,0.15,0.144,0.298,102.54971212121212,107,202102270NYK,2021-02-27 20:00:00,20-21
NYK,0.568,0.121,0.166,0.272,102.54971212121212,110,202102270NYK,2021-02-27 20:00:00,20-21
NYK,0.494,0.2,0.108,0.205,89.15128846153846,94,202101260UTA,2021-01-26 21:00:00,20-21
UTA,0.484,0.327,0.056,0.239,89.15128846153846,108,202101260UTA,2021-01-26 21:00:00,20-21
DEN,0.524,0.273,0.159,0.282,97.06422077922079,110,202102250DEN,2021-02-25 21:00:00,20-21
WAS,0.523,0.238,0.102,0.291,97.06422077922079,112,202102250DEN,2021-02-25 21:00:00,20-21
UTA,0.628,0.189,0.099,0.36,100.99062294001318,134,202102150UTA,2021-02-15 21:00:00,20-21
PHI,0.543,0.293,0.103,0.255,100.99062294001318,123,202102150UTA,2021-02-15 21:00:00,20-21
UTA,0.436,0.404,0.14,0.394,102.26555744680851,111,202012260UTA,2020-12-26 21:00:00,20-21
MIN,0.51,0.24,0.076,0.178,102.26555744680851,116,202012260UTA,2020-12-26 21:00:00,20-21
UTA,0.61,0.206,0.149,0.415,104.83759803921568,129,202102120UTA,2021-02-12 21:00:00,20-21
MIL,0.522,0.133,0.088,0.293,104.83759803921568,115,202102120UTA,2021-02-12 21:00:00,20-21
DAL,0.483,0.17,0.101,0.314,96.54287234042553,101,202101290UTA,2021-01-29 22:00:00,20-21
UTA,0.552,0.347,0.132,0.299,96.54287234042553,120,202101290UTA,2021-01-29 22:00:00,20-21
DEN,0.47,0.442,0.078,0.15,89.55289529914529,105,202101170DEN,2021-01-17 20:00:00,20-21
UTA,0.612,0.194,0.128,0.368,89.55289529914529,109,202101170DEN,2021-01-17 20:00:00,20-21
UTA,0.545,0.295,0.12,0.157,90.0940606060606,106,202101010UTA,2021-01-01 21:00:00,20-21
LAC,0.465,0.267,0.077,0.282,90.0940606060606,100,202101010UTA,2021-01-01 21:00:00,20-21
DEN,0.571,0.191,0.083,0.4,99.01440333024976,122,202102140DEN,2021-02-14 22:00:00,20-21
LAL,0.494,0.174,0.091,0.333,99.01440333024976,105,202102140DEN,2021-02-14 22:00:00,20-21
OKC,0.557,0.227,0.173,0.218,102.49204081632652,107,202012290OKC,2020-12-29 20:00:00,20-21
ORL,0.547,0.245,0.096,0.167,102.49204081632652,118,202012290OKC,2020-12-29 20:00:00,20-21
BOS,0.517,0.262,0.077,0.267,90.350756302521,108,202102090UTA,2021-02-09 22:00:00,20-21
UTA,0.583,0.294,0.094,0.321,90.350756302521,122,202102090UTA,2021-02-09 22:00:00,20-21
MIL,0.596,0.268,0.092,0.247,97.45800726517903,125,202102080DEN,2021-02-08 21:30:00,20-21
DEN,0.516,0.17,0.082,0.17,97.45800726517903,112,202102080DEN,2021-02-08 21:30:00,20-21
OKC,0.552,0.167,0.137,0.221,99.15517543859649,109,202012280OKC,2020-12-28 20:00:00,20-21
UTA,0.576,0.211,0.148,0.163,99.15517543859649,110,202012280OKC,2020-12-28 20:00:00,20-21
UTA,0.629,0.282,0.131,0.2,95.8132510885341,118,202101190UTA,2021-01-19 21:00:00,20-21
NOP,0.484,0.189,0.073,0.158,95.8132510885341,102,202101190UTA,2021-01-19 21:00:00,20-21
DEN,0.5,0.2,0.01,0.191,90.66605405405406,111,202102230DEN,2021-02-23 22:00:00,20-21
POR,0.552,0.189,0.09,0.115,90.66605405405406,106,202102230DEN,2021-02-23 22:00:00,20-21
UTA,0.576,0.267,0.162,0.152,103.09259863945579,116,202101150UTA,2021-01-15 21:00:00,20-21
ATL,0.44,0.163,0.132,0.163,103.09259863945579,92,202101150UTA,2021-01-15 21:00:00,20-21
UTA,0.597,0.205,0.132,0.284,103.06030644152595,129,202101210UTA,2021-01-21 22:00:00,20-21
NOP,0.559,0.244,0.148,0.353,103.06030644152595,118,202101210UTA,2021-01-21 22:00:00,20-21
PHO,0.589,0.122,0.145,0.119,95.29559915164369,106,202012310UTA,2020-12-31 21:00:00,20-21
UTA,0.488,0.217,0.123,0.226,95.29559915164369,95,202012310UTA,2020-12-31 21:00:00,20-21
DEN,0.505,0.36,0.112,0.133,103.12333469387755,119,202101190DEN,2021-01-19 21:00:00,20-21
OKC,0.5,0.184,0.165,0.267,103.12333469387755,101,202101190DEN,2021-01-19 21:00:00,20-21
UTA,0.694,0.229,0.192,0.2,104.1432380952381,132,202102220UTA,2021-02-22 21:00:00,20-21
CHO,0.522,0.178,0.14,0.236,104.1432380952381,110,202102220UTA,2021-02-22 21:00:00,20-21
DEN,0.517,0.156,0.125,0.115,94.95203381642511,97,202102120DEN,2021-02-12 21:00:00,20-21
OKC,0.456,0.261,0.11,0.189,94.95203381642511,95,202102120DEN,2021-02-12 21:00:00,20-21
CLE,0.426,0.34,0.142,0.213,99.08265229110512,95,202102100DEN,2021-02-10 21:00:00,20-21
DEN,0.694,0.114,0.105,0.247,99.08265229110512,133,202102100DEN,2021-02-10 21:00:00,20-21
UTA,0.561,0.19,0.121,0.354,99.59369047619047,117,202102020UTA,2021-02-02 22:00:00,20-21
DET,0.468,0.25,0.128,0.215,99.59369047619047,105,202102020UTA,2021-02-02 22:00:00,20-21
UTA,0.549,0.256,0.082,0.231,96.35523255813953,116,202101270UTA,2021-01-27 21:00:00,20-21
DAL,0.527,0.093,0.078,0.099,96.35523255813953,104,202101270UTA,2021-01-27 21:00:00,20-21
OKC,0.469,0.137,0.18,0.188,97.13843137254901,80,202012310OKC,2020-12-31 20:00:00,20-21
NOP,0.555,0.298,0.116,0.209,97.13843137254901,113,202012310OKC,2020-12-31 20:00:00,20-21
LAL,0.447,0.235,0.13,0.235,92.24936170212766,89,202102240UTA,2021-02-24 22:00:00,20-21
UTA,0.598,0.298,0.114,0.172,92.24936170212766,114,202102240UTA,2021-02-24 22:00:00,20-21
UTA,0.529,0.222,0.133,0.341,100.48589371980675,112,202102130UTA,2021-02-13 21:00:00,20-21
MIA,0.477,0.174,0.154,0.198,100.48589371980675,94,202102130UTA,2021-02-13 21:00:00,20-21
DEN,0.644,0.2,0.077,0.218,93.84261904761904,128,202101310DEN,2021-01-31 15:30:00,20-21
UTA,0.56,0.238,0.132,0.52,93.84261904761904,117,202101310DEN,2021-01-31 15:30:00,20-21
OKC,0.476,0.152,0.12,0.349,99.98454849498327,102,202101120OKC,2021-01-12 20:00:00,20-21
SAS,0.484,0.135,0.037,0.232,99.98454849498327,112,202101120OKC,2021-01-12 20:00:00,20-21
UTA,0.585,0.311,0.134,0.234,103.92209456264774,127,202101230UTA,2021-01-23 21:00:00,20-21
GSW,0.527,0.085,0.099,0.161,103.92209456264774,108,202101230UTA,2021-01-23 21:00:00,20-21
OKC,0.535,0.195,0.155,0.2,99.73391834570519,103,202102050OKC,2021-02-05 20:00:00,20-21
MIN,0.521,0.217,0.133,0.096,99.73391834570519,106,202102050OKC,2021-02-05 20:00:00,20-21
OKC,0.529,0.13,0.087,0.229,116.32259661835748,127,202101150OKC,2021-01-15 20:00:00,20-21
CHI,0.588,0.196,0.19,0.275,116.32259661835748,125,202101150OKC,2021-01-15 20:00:00,20-21
OKC,0.558,0.13,0.106,0.395,105.53875,125,202101290OKC,2021-01-29 20:00:00,20-21
BRK,0.665,0.25,0.093,0.16,105.53875,147,202101290OKC,2021-01-29 20:00:00,20-21
MIN,0.495,0.283,0.13,0.355,106.64896952104499,117,202101070POR,2021-01-07 22:00:00,20-21
POR,0.644,0.154,0.13,0.256,106.64896952104499,135,202101070POR,2021-01-07 22:00:00,20-21
OKC,0.488,0.191,0.104,0.221,96.83210638297872,99,202101130OKC,2021-01-13 20:00:00,20-21
LAL,0.584,0.267,0.079,0.232,96.83210638297872,128,202101130OKC,2021-01-13 20:00:00,20-21
OKC,0.494,0.122,0.182,0.313,106.95363462458155,104,202102030OKC,2021-02-03 20:00:00,20-21
HOU,0.453,0.098,0.179,0.151,106.95363462458155,87,202102030OKC,2021-02-03 20:00:00,20-21
MIN,0.551,0.239,0.171,0.239,104.73500000000001,109,202101010MIN,2021-01-01 20:00:00,20-21
WAS,0.64,0.2,0.14,0.236,104.73500000000001,130,202101010MIN,2021-01-01 20:00:00,20-21
ORL,0.483,0.182,0.093,0.25,96.14630244755244,97,202102090POR,2021-02-09 22:00:00,20-21
POR,0.489,0.173,0.075,0.211,96.14630244755244,106,202102090POR,2021-02-09 22:00:00,20-21
POR,0.443,0.275,0.165,0.115,94.07397759103642,87,202101140POR,2021-01-14 22:00:00,20-21
IND,0.527,0.31,0.107,0.196,94.07397759103642,111,202101140POR,2021-01-14 22:00:00,20-21
OKC,0.494,0.152,0.102,0.318,97.86717391304347,104,202102160OKC,2021-02-16 20:00:00,20-21
POR,0.542,0.278,0.088,0.177,97.86717391304347,115,202102160OKC,2021-02-16 20:00:00,20-21
POR,0.522,0.3,0.072,0.247,93.87163953488371,118,202102110POR,2021-02-11 22:00:00,20-21
PHI,0.523,0.256,0.084,0.337,93.87163953488371,114,202102110POR,2021-02-11 22:00:00,20-21
MIA,0.537,0.233,0.124,0.309,92.89241279069768,108,202102220OKC,2021-02-22 21:00:00,20-21
OKC,0.527,0.125,0.171,0.257,92.89241279069768,94,202102220OKC,2021-02-22 21:00:00,20-21
POR,0.554,0.256,0.104,0.225,107.36585623678647,128,202012260POR,2020-12-26 22:00:00,20-21
HOU,0.58,0.227,0.137,0.368,107.36585623678647,126,202012260POR,2020-12-26 22:00:00,20-21
POR,0.451,0.288,0.095,0.243,104.84859887005649,111,202102200POR,2021-02-20 22:00:00,20-21
WAS,0.539,0.267,0.143,0.326,104.84859887005649,118,202102200POR,2021-02-20 22:00:00,20-21
POR,0.516,0.196,0.098,0.181,100.34454109303294,108,202101050POR,2021-01-05 22:30:00,20-21
CHI,0.527,0.234,0.132,0.198,100.34454109303294,111,202101050POR,2021-01-05 22:30:00,20-21
POR,0.541,0.306,0.069,0.214,97.19696892393321,122,202101250POR,2021-01-25 22:00:00,20-21
OKC,0.619,0.205,0.074,0.417,97.19696892393321,125,202101250POR,2021-01-25 22:00:00,20-21
MIN,0.576,0.231,0.132,0.188,97.16595192307693,109,202101030MIN,2021-01-03 19:00:00,20-21
DEN,0.592,0.325,0.129,0.228,97.16595192307693,124,202101030MIN,2021-01-03 19:00:00,20-21
POR,0.461,0.293,0.059,0.194,100.64305938697319,112,202101160POR,2021-01-16 22:00:00,20-21
ATL,0.471,0.156,0.116,0.322,100.64305938697319,106,202101160POR,2021-01-16 22:00:00,20-21
POR,0.596,0.225,0.126,0.398,100.98608695652175,129,202102120POR,2021-02-12 22:00:00,20-21
CLE,0.483,0.217,0.096,0.425,100.98608695652175,110,202102120POR,2021-02-12 22:00:00,20-21
HOU,0.618,0.213,0.093,0.108,104.5086879432624,136,202102010OKC,2021-02-01 20:00:00,20-21
OKC,0.511,0.167,0.141,0.213,104.5086879432624,106,202102010OKC,2021-02-01 20:00:00,20-21
OKC,0.483,0.14,0.129,0.17,100.31343333333334,96,202102270OKC,2021-02-27 20:00:00,20-21
DEN,0.635,0.167,0.111,0.18,100.31343333333334,126,202102270OKC,2021-02-27 20:00:00,20-21
POR,0.674,0.235,0.142,0.116,96.40555954088953,123,202103010POR,2021-03-01 22:30:00,20-21
CHO,0.574,0.268,0.144,0.193,96.40555954088953,111,202103010POR,2021-03-01 22:30:00,20-21
POR,0.572,0.209,0.106,0.277,93.07104651162791,116,202101240POR,2021-01-24 22:00:00,20-21
NYK,0.523,0.302,0.11,0.291,93.07104651162791,113,202101240POR,2021-01-24 22:00:00,20-21
TOR,0.556,0.171,0.137,0.135,98.5469955654102,111,202101110POR,2021-01-11 22:00:00,20-21
POR,0.542,0.182,0.121,0.301,98.5469955654102,112,202101110POR,2021-01-11 22:00:00,20-21
